freq,wst_oper,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,RCY_M,KG_HAB,EU27_2020	125 	128 	130 	128 	134 	141 	145 	147 	148 	150 i	155 	160 	153 	148 	148 i
A,RCY_M,KG_HAB,FI	92 	110 	109 	94 	87 	141 b	147 	140 	161 	166 	177 	168 	149 	135 	136 
A,RCY_M,KG_HAB,FR	107 e	110 	111 e	113 	115 e	117 	120 e	122 e	119 e	121 e	116 e	126 e	117 e	111 e	111 ep
A,RCY_M,KG_HAB,HR	12 	29 	51 	54 	56 	65 	79 	91 	100 	123 	105 	120 	139 	141 	144 
A,RCY_M,KG_HAB,HU	64 	66 	84 	81 	94 	98 	102 	104 	112 	104 	90 	107 	101 	83 	81 
A,RCY_M,KG_HAB,IE	200 	188 	180 	: 	185 	: 	196 	181 	174 	172 b	188 b	159 	158 	153 	: 
A,RCY_M,KG_HAB,IS	75 	100 	122 	130 	113 	122 	167 	124 	144 	: 	108 	145 	123 	169 	: 
A,RCY_M,KG_HAB,IT	102 	119 	119 	122 	124 	131 b	135 	137 	145 	151 	135 	137 	141 	146 	: 
A,RCY_M,KG_HAB,LT	14 	81 	87 	88 	91 	102 	109 	109 	112 	129 	117 	126 	122 	110 	130 
A,RCY_M,KG_HAB,LU	183 	188 	182 	174 	178 	177 	233 b	237 	239 	235 e	232 	238 	230 	227 	220 e
A,RCY_M,KG_HAB,LV	28 	30 	41 	71 	85 	92 	62 	73 	78 	158 	155 	167 	157 	112 	125 
A,RCY_M,KG_HAB,ME	: 	1 e	14 e	14 e	14 e	17 e	17 e	18 e	18 e	27 e	21 e	22 e	21 e	19 e	19 e
A,RCY_M,KG_HAB,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY_M,KG_HAB,MT	55 	89 	77 	76 	73 	70 	81 	77 	70 	63 	70 	82 	76 	102 	102 
A,RCY_M,KG_HAB,NL	142 	137 	131 	126 	125 	128 	135 	136 	139 	141 	148 	143 p	133 p	129 	130 
A,RCY_M,KG_HAB,NO	125 	121 	124 	116 	110 b	110 	211 b	216 	229 	232 	256 b	228 	237 	227 	256 
A,RCY_M,KG_HAB,PL	47 	31 	33 	39 	57 be	75 e	85 e	84 e	86 e	84 e	93 	100 	97 	58 b	71 
A,RCY_M,KG_HAB,PT	59 	56 	52 	57 	73 	65 	67 	58 	62 	62 	65 	70 	66 	66 	64 
A,RCY_M,KG_HAB,RO	8 b	9 	8 	11 	13 	14 	17 	20 	21 	20 	17 	22 	22 	24 	: 
A,RCY_M,KG_HAB,RS	0 	0 	0 	3 	2 	2 	1 	1 	1 	1 	64 	73 	82 	69 	: 
A,RCY_M,KG_HAB,SE	151 	149 	148 	150 	146 	145 	145 	142 	130 	146 	87 b	83 	82 	79 	113 b
A,RCY_M,KG_HAB,SI	99 	126 	131 	116 	126 	208 be	184 e	199 e	207 e	214 e	219 e	238 	226 	231 	244 
A,RCY_M,KG_HAB,SK	18 	21 	26 	20 	16 	25 	54 	80 	111 	113 	148 	166 	158 	154 	156 
A,RCY_M,KG_HAB,TR	: 	: 	: 	: 	: 	: 	37 b	37 e	47 	47 e	50 	50 e	: 	: 	: 
A,RCY_M,KG_HAB,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	7 	7 	9 i	0 i
A,RCY_M,THS_T,AL	: 	: 	: 	226 	265 	258 	224 	218 	245 	203 	190 	164 	155 	159 	: 
A,RCY_M,THS_T,AT	1272 	1146 	1168 	1202 	1231 	1241 	1254 	1296 	1301 	1363 	3006 b	3072 	3022 	2912 	: 
A,RCY_M,THS_T,BA	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	9 	11 	12 
A,RCY_M,THS_T,BE	1669 	1704 	1600 	1539 	1590 	1584 	1575 	1593 	1611 	1631 	2711 	3017 	2722 	2720 	2748 p
A,RCY_M,THS_T,BG	1003 	895 	749 	787 	677 	573 	654 	827 	849 	827 i	908 	795 	682 	445 	: 
A,RCY_M,THS_T,CH	1878 	1895 	1939 	1919 	1960 	1924 	1874 	1846 	1856 	1817 	1816 	1799 	1695 	1731 	: 
A,RCY_M,THS_T,CY	66 	66 	68 	68 	62 	72 	74 	84 	88 	89 	88 	73 	79 	80 	78 p
A,RCY_M,THS_T,CZ	452 e	496 e	665 e	686 e	736 e	851 e	958 e	1134 b	1156 	1175 	1603 	1835 	1536 	1665 	: 
A,RCY_M,THS_T,DE	22476 	23135 	23596 	23094 	24302 	25155 	25435 	25355 	24704 	24293 e	24910 	25159 	23788 	23517 	23482 e
A,RCY_M,THS_T,DK	: 	1364 b	1215 	1247 	1275 	1356 	1421 	1362 	1525 	1646 	1214 	1167 	1162 	1213 	989 p
A,RCY_M,THS_T,EE	41 	58 	52 	49 	125 	117 	125 	127 	130 	139 	133 	142 	128 	145 	126 
A,RCY_M,THS_T,EL	872 	832 	747 	647 	652 	698 	743 	798 	829 	898 	878 	856 	854 	869 	: 
A,RCY_M,THS_T,ES	4175 	3782 	4277 	3284 	3526 	3892 	3945 	4033 	4009 	4379 	4434 	5030 	4934 	5002 p	4793 e
A,RCY_M,THS_T,EU27_2020	55330 	56493 	57521 	56449 	59398 	62679 	64613 	65451 	65762 	66981 i	69025 	71495 	68447 	66199 	66680 i
A,RCY_M,THS_T,FI	495 	592 	589 	510 	474 	770 b	808 	771 	886 	916 	977 	933 	829 	754 	765 
A,RCY_M,THS_T,FR	6937 e	7184 	7293 e	7402 	7605 e	7808 	7992 e	8182 e	7960 e	8168 e	7868 e	8516 e	7967 e	7619 e	7596 ep
A,RCY_M,THS_T,HR	53 	123 	220 	228 	236 	270 	322 	366 	398 	484 	412 	467 	538 	544 	558 
A,RCY_M,THS_T,HU	641 	654 	832 	799 	923 	963 	998 	1010 	1085 	1005 	873 	1029 	973 	800 	773 
A,RCY_M,THS_T,IE	910 	861 	829 	: 	863 	: 	935 	872 	851 	858 b	948 b	811 	826 	814 	: 
A,RCY_M,THS_T,IS	24 	32 	39 	42 	37 	40 	56 	43 	51 	: 	40 	54 	47 	65 	: 
A,RCY_M,THS_T,IT	6107 	7149 	7177 	7335 	7472 	7864 b	8093 	8218 	8675 	9048 	8004 	8127 	8330 	8622 	: 
A,RCY_M,THS_T,LT	43 	244 	261 	261 	268 	298 	312 	311 	315 	363 	329 	354 	345 	316 	375 
A,RCY_M,THS_T,LU	93 	98 	96 	95 	99 	101 	136 b	141 	145 	146 e	146 	152 	150 	152 	149 e
A,RCY_M,THS_T,LV	60 	62 	84 	142 	170 	182 	121 	141 	150 	302 	294 	314 	295 	211 	233 
A,RCY_M,THS_T,ME	: 	1 e	8 e	9 e	9 e	11 e	11 e	11 e	11 e	17 e	13 e	14 e	13 e	12 e	12 e
A,RCY_M,THS_T,MK	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,RCY_M,THS_T,MT	23 	37 	32 	32 	32 	31 	37 	36 	34 	32 	36 	43 	40 	56 	58 
A,RCY_M,THS_T,NL	2354 	2291 	2196 	2112 	2112 	2176 	2291 	2327 	2395 	2441 	2583 	2514 p	2353 p	2307 	2336 
A,RCY_M,THS_T,NO	609 	598 	620 	590 	567 b	572 	1105 b	1138 	1217 	1241 	1379 b	1234 	1291 	1252 	1426 
A,RCY_M,THS_T,PL	1783 	1173 	1244 	1499 	2180 be	2867 e	3243 e	3199 e	3269 e	3192 e	3499 	3681 	3585 	2120 b	2596 
A,RCY_M,THS_T,PT	619 	595 	549 	594 	765 	678 	699 	604 	638 	643 	673 	724 	695 	696 	681 
A,RCY_M,THS_T,RO	162 b	173 	165 	215 	256 	284 	337 	393 	406 	384 	330 	415 	420 	460 	: 
A,RCY_M,THS_T,RS	0 	0 	0 	25 	15 	14 	5 	6 	6 	4 	444 	496 	552 	458 	: 
A,RCY_M,THS_T,SE	1414 	1408 	1405 	1445 	1420 	1418 	1435 	1426 	1320 	1497 	898 b	867 	859 	830 	1191 b
A,RCY_M,THS_T,SI	203 	258 	270 	239 	259 	430 be	380 e	412 e	429 e	447 e	460 e	502 	477 	490 	518 
A,RCY_M,THS_T,SK	98 	113 	141 	108 	88 	136 	291 	433 	603 	616 	810 	903 	857 	837 	848 
A,RCY_M,THS_T,TR	: 	: 	: 	: 	: 	: 	2946 b	2982 e	3848 	3902 e	4146 	4199 e	: 	: 	: 
A,RCY_M,THS_T,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	12 	13 	17 	0 
A,TRT,KG_HAB,AL	: 	: 	: 	325 i	425 i	491 i	452 e	436 e	462 	381 	369 	311 	295 	306 	: 
A,TRT,KG_HAB,AT	548 	552 	560 	559 	547 	547 	552 	562 	570 	580 i	834 b	835 	803 	782 	: 
A,TRT,KG_HAB,BA	271 	269 	227 	233 	234 	257 	272 	271 	273 	319 i	316 i	281 i	269 	268 	273 
A,TRT,KG_HAB,BE	436 	433 	425 	425 	418 	406 	419 	407 	409 	416 	729 	755 	690 	688 	699 p
A,TRT,KG_HAB,BG	547 	483 	433 	434 	425 	424 	417 	451 	426 	464 i	408 	467 	451 	334 	: 
A,TRT,KG_HAB,CH	711 	692 	697 	706 	733 	728 	723 	709 	706 e	709 e	706 	704 	677 	678 	: 
A,TRT,KG_HAB,CY	679 	636 	628 	592 	560 	580 	596 	590 	559 	541 	514 	488 	499 	526 	582 p
A,TRT,KG_HAB,CZ	304 	319 	308 	307 	310 	316 	339 	467 b	473 	482 	550 	581 	543 	538 	: 
A,TRT,KG_HAB,DE	602 	626 	619 	608 	631 	632 	633 	627 	606 i	609 i	641 	648 	608 	613 	628 e
A,TRT,KG_HAB,DK	: 	862 b	806 	813 	808 	822 	830 	820 	812 	844 	813 	800 	759 	759 	755 p
A,TRT,KG_HAB,EE	256 	250 	187 	255 	303 	313 	344 	373 	382 	345 	331 	389 	330 	339 	343 
A,TRT,KG_HAB,EL	532 	503 	495 	482 	488 	488 	498 	504 	515 i	524 	499 b	509 	519 	523 	: 
A,TRT,KG_HAB,ES	510 	485 	468 	455 	448 	456 	464 	473 	475 	472 	463 	482 	485 	464 p	456 e
A,TRT,KG_HAB,EU27_2020	489 	486 	474 	466 	469 	472 	485 	491 	489 i	494 i	510 	523 	501 	: 	494 i
A,TRT,KG_HAB,FI	470 	504 	506 	493 	482 	500 	504 	510 	551 	566 	609 	630 	522 	468 	457 
A,TRT,KG_HAB,FR	534 e	534 	527 e	520 	517 e	516 	553 e	558 e	545 e	543 e	516 e	537 e	507 e	497 e	497 ep
A,TRT,KG_HAB,HR	373 	381 	381 	395 	377 	389 	400 	407 	406 	410 	390 	410 	430 	425 	434 
A,TRT,KG_HAB,HU	403 	382 	402 	379 	378 	379 	383 	386 	386 	391 	406 	420 	407 	429 	414 
A,TRT,KG_HAB,IE	575 	559 	530 	: 	531 	: 	571 	564 	585 	610 b	631 b	614 	605 	584 	: 
A,TRT,KG_HAB,IS	484 	495 	514 	513 	535 	528 	655 	656 	701 	: 	614 	659 	595 	580 	: 
A,TRT,KG_HAB,IT	510 	499 	478 	473 	457 	447 	455 	449 	459 	462 	443 	452 	439 	423 	: 
A,TRT,KG_HAB,LT	369 	432 	429 	421 	425 	441 	421 	449 	414 	412 	426 	459 	467 	441 	456 
A,TRT,KG_HAB,LU	679 	666 	652 	616 	626 	607 	815 b	798 	803 	791 e	790 	793 	721 	718 	681 e
A,TRT,KG_HAB,LV	324 	292 	302 	355 	362 	373 	376 	380 	351 	446 i	455 	461 	451 	: 	417 
A,TRT,KG_HAB,ME	: 	439 e	448 e	476 e	470 e	489 e	502 e	472 e	478 e	517 e	457 e	503 e	529 e	557 e	577 e
A,TRT,KG_HAB,MK	351 	357 	381 	384 	370 	380 	385 	344 	301 	305 i	304 	324 	330 	340 	: 
A,TRT,KG_HAB,MT	600 	615 	595 	573 	581 	748 	571 	608 	633 	700 	601 	626 	600 	565 	566 
A,TRT,KG_HAB,NL	571 	568 	549 	526 	527 	523 	520 	513 	511 	508 	533 	513 p	473 p	465 	473 
A,TRT,KG_HAB,NO	462 	476 	467 	489 	414 b	415 	754 b	748 	739 	776 	726 b	799 	768 	723 	715 
A,TRT,KG_HAB,PL	264 	258 	252 	249 	272 	286 	307 	315 	329 e	336 e	350 	370 	364 	288 b	322 
A,TRT,KG_HAB,PT	516 	490 	453 	439 	452 	442 	445 	463 	482 	486 	535 	545 	536 	532 	556 
A,TRT,KG_HAB,RO	279 b	234 	212 	214 	218 	216 	242 	259 	255 	258 	265 	280 	284 	288 	: 
A,TRT,KG_HAB,RS	259 	289 	254 	271 	236 	194 	212 	257 	280 	291 	409 	423 	453 	447 	: 
A,TRT,KG_HAB,SE	441 	453 	454 	455 	443 	451 	447 	452 	434 	449 	427 b	418 	393 	390 	425 b
A,TRT,KG_HAB,SI	393 	388 	311 	255 	257 	421 	382 	374 	384 e	416 e	385 	405 	409 	429 	465 
A,TRT,KG_HAB,SK	309 	298 	296 	278 	282 	310 	345 	378 	414 	421 	470 	488 	466 	462 	476 
A,TRT,KG_HAB,TR	343 	359 	342 	334 	363 	352 e	398 b	398 e	396 	396 e	388 	389 e	: 	: 	: 
A,TRT,KG_HAB,XK	: 	: 	: 	: 	: 	: 	: 	229 	226 	252 i	255 	271 	283 	277 i	267 i
A,TRT,THS_T,AL	: 	: 	: 	940 i	1229 i	1413 i	1300 e	1254 e	1325 	1087 	1048 	875 	820 	844 	: 
A,TRT,THS_T,AT	4582 	4632 	4718 	4744 	4673 	4728 	4825 	4944 	5041 	5149 i	7438 b	7476 	7261 	7142 	: 
A,TRT,THS_T,BA	1042 	1034 	873 	894 	894 	942 	954 	951 	956 	1114 i	1101 	973 	929 	918 	930 
A,TRT,THS_T,BE	4746 	4778 	4716 	4743 	4684 	4574 	4752 	4632 	4677 	4779 	8408 	8753 	8056 	8104 	8294 p
A,TRT,THS_T,BG	4044 	3547 	3164 	3110 	3004 	2960 	2877 	3071 	2859 	3071 i	2673 	3038 	2919 	2155 	: 
A,TRT,THS_T,CH	5565 	5478 	5576 	5708 	6006 	6030 	6050 	5992 	6012 e	6079 e	6096 	6130 	5943 	6027 	: 
A,TRT,THS_T,CY	563 	542 	542 	511 	481 	500 	516 	516 	494 	485 	467 	450 	469 	504 	566 p
A,TRT,THS_T,CZ	3186 	3346 	3233 	3228 	3261 	3337 	3580 	4950 b	5029 	5146 	5881 	6103 	5800 	5845 	: 
A,TRT,THS_T,DE	49236 	50238 	49759 	49021 	51102 	51626 	52133 	51790 	50272 i	50612 i	53322 	53871 	50606 	51017 	52471 e
A,TRT,THS_T,DK	: 	4803 b	4507 	4563 	4559 	4671 	4757 	4728 	4707 	4907 	4744 	4688 	4478 	4513 	4511 p
A,TRT,THS_T,EE	340 	332 	247 	336 	398 	411 	453 	492 	505 	458 	440 	518 	445 	464 	470 
A,TRT,THS_T,EL	5917 	5586 	5463 	5284 	5315 	5277 	5367 	5415 	5523 i	5613 	5335 b	5381 	5420 	5440 	: 
A,TRT,THS_T,ES	23774 	22672 	21896 	21184 	20836 	21158 	21542 	22018 	22229 	22262 	21928 	22853 	23153 	22433 p	22292 e
A,TRT,THS_T,EU27_2020	216139 	214305 	209156 	206088 	207704 	209326 	215635 	218547 	218035 i	220447 i	227572 	233135 	224022 	: 	222173 i
A,TRT,THS_T,FI	2519 	2718 	2738 	2682 	2630 	2738 	2768 	2812 	3041 	3123 	3370 	3491 	2898 	2612 	2570 
A,TRT,THS_T,FR	34609 e	34790 	34484 e	34176 	34260 e	34344 	36930 e	37339 e	36603 e	36566 e	34877 e	36428 e	34568 e	33975 e	34086 ep
A,TRT,THS_T,HR	1604 	1633 	1627 	1671 	1582 	1617 	1642 	1649 	1619 	1621 	1525 	1590 	1659 	1641 	1679 
A,TRT,THS_T,HU	4033 	3809 	3988 	3738 	3713 	3710 	3734 	3752 	3746 	3791 	3931 	4042 	3911 	4115 	3957 
A,TRT,THS_T,IE	2622 	2558 	2439 	: 	2473 	: 	2718 	2724 	2865 	3037 b	3181 b	3139 	3151 	3102 	: 
A,TRT,THS_T,IS	154 	158 	165 	166 	175 	175 	220 	225 	247 	: 	225 	246 	227 	224 	: 
A,TRT,THS_T,IT	30505 	29928 	28765 	28538 	27537 	26926 	27374 	26948 	27488 	27607 	26304 	26751 	25936 	24943 	: 
A,TRT,THS_T,LT	1143 	1309 	1283 	1246 	1247 	1283 	1211 	1275 	1167 	1159 	1197 	1290 	1324 	1266 	1318 
A,TRT,THS_T,LU	344 	345 	346 	335 	348 	346 	474 b	476 	488 	491 e	498 	508 	471 	478 	461 e
A,TRT,THS_T,LV	680 	601 	615 	715 	722 	738 	737 	737 	676 	854 i	865 	868 	848 	: 	778 
A,TRT,THS_T,ME	: 	272 e	278 e	296 e	293 e	304 e	313 e	294 e	298 e	322 e	284 e	311 e	327 e	345 e	359 e
A,TRT,THS_T,MK	721 	735 	786 	793 	765 	786 	797 	714 	625 	632 i	630 	632 	606 	622 	: 
A,TRT,THS_T,MT	249 	256 	250 	243 	252 	332 	259 	284 	306 	353 	310 	325 	319 	312 	322 
A,TRT,THS_T,NL	9483 	9480 	9202 	8841 	8893 	8866 	8861 	8792 	8806 	8806 	9300 	9003 p	8365 p	8316 	8504 
A,TRT,THS_T,NO	2258 	2356 	2343 	2485 	2127 b	2155 	3946 b	3949 	3927 	4151 	3905 b	4320 	4189 	3989 	3984 
A,TRT,THS_T,PL	10040 	9828 	9582 	9474 	10331 	10864 	11654 	11969 	12485 e	12753 e	13117 	13674 	13420 	10551 b	11771 
A,TRT,THS_T,PT	5457 	5178 	4766 	4598 	4710 	4586 	4607 	4783 	4984 	5027 	5551 	5674 	5614 	5626 	5948 
A,TRT,THS_T,RO	5645 b	4713 	4261 	4270 	4338 	4288 	4760 	5072 	4960 	5007 	5113 	5354 	5415 	5482 	: 
A,TRT,THS_T,RS	1889 	2090 	1830 	1945 	1685 	1374 	1495 	1806 	1956 	2024 	2820 	2893 	3043 	2960 	: 
A,TRT,THS_T,SE	4140 	4278 	4324 	4371 	4295 	4422 	4439 	4551 	4416 	4611 	4422 b	4356 	4121 	4113 	4495 b
A,TRT,THS_T,SI	805 	796 	639 	526 	530 	869 	790 	773 	796 e	868 e	809 	853 	864 	909 	988 
A,TRT,THS_T,SK	1666 	1609 	1601 	1502 	1528 	1683 	1875 	2057 	2253 	2293 	2568 	2660 	2531 	2506 	2582 
A,TRT,THS_T,TR	25098 	26610 	25707 	25427 	27990 	27569 e	31584 b	31968 e	32209 	32661 e	32324 	32737 e	: 	: 	: 
A,TRT,THS_T,XK	: 	: 	: 	: 	: 	: 	: 	410 	407 	451 i	456 	485 	501 	490 	469 
